,Unnamed: 0,TITLE,IMAGE_URL,product_type_code,PRODUCT_FOCUS,set,id
27,38,샤넬 숄더백 보이백 25 은장 램스킨,http://res.faikerz.com/Files/TextWatch/204/2021/1104/180c984d2fb7475583779780ada7c097.jpg,2.0,2.0,train,180c984d2fb7475583779780ada7c097
28,39,샤넬 보이 램스킨 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/0b5a5548e44b4fd0bc9eef3dde7632ac.jpg,2.0,2.0,train,0b5a5548e44b4fd0bc9eef3dde7632ac
29,40,샤넬 2.55 빈티지 M 금장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/c1618c8a234c4fd7898ae8a8057f7d9d.jpg,2.0,1.0,train,c1618c8a234c4fd7898ae8a8057f7d9d
30,41,샤넬 19 신상 CC 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e037fbc5448c41e49ad41ecbefd02e2d.jpg,2.0,7.0,train,e037fbc5448c41e49ad41ecbefd02e2d
31,42,샤넬 클래식 캐비어 핸드폰 미니백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/222f6ce276824c43b448ee34d0ac8636.jpg,2.0,5.0,train,222f6ce276824c43b448ee34d0ac8636
32,45,샤넬 19 라지 플랩백 이리데슨트 화이트,http://res.faikerz.com/Files/TextWatch/204/2021/1104/a2a777471fbf45a0953ede861b55c128.jpg,2.0,7.0,train,a2a777471fbf45a0953ede861b55c128
33,46,샤넬 숄더백 19 라지 플랩백 블랙,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f6a9514b47d84ef79935daf6fe52127b.jpg,2.0,7.0,train,f6a9514b47d84ef79935daf6fe52127b
34,48,샤넬 숄더백 보이백 25 은장 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/98b898d1ce0f40c99fc631f1cf13d6f2.jpg,2.0,2.0,test,98b898d1ce0f40c99fc631f1cf13d6f2
35,50,샤넬 여성향수 가브리엘 WOC,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e1df64a435104bd1bc4291c411473629.jpg,2.0,3.0,train,e1df64a435104bd1bc4291c411473629
36,51,샤넬 크로스백 클래식 WOC 램스킨 금장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f3e881411579443b885890166f352860.jpg,2.0,5.0,train,f3e881411579443b885890166f352860
37,53,샤넬 19 라운드 탬버린백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/7463eb5b5daa4682b7db9b55355d811c.jpg,2.0,7.0,test,7463eb5b5daa4682b7db9b55355d811c
38,54,샤넬 19 woc 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/2e9b04bbb65e44afaa0db4b5ca47470e.jpg,2.0,7.0,train,2e9b04bbb65e44afaa0db4b5ca47470e
39,57,샤넬 2.55 빈티지 M 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/a977d4b11f49413fbee7e1d54e6fba51.jpg,2.0,1.0,train,a977d4b11f49413fbee7e1d54e6fba51
40,58,샤넬 클래식 참 장식 숄더백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/45664c61762d482b85542acc3990f59d.jpg,2.0,5.0,train,45664c61762d482b85542acc3990f59d
41,60,샤넬 클래식 미니 빅볼 플랩백 18cm,http://res.faikerz.com/Files/TextWatch/204/2021/1104/d56ddb8d6ffa4948a88e3ebdffa0bb84.jpg,2.0,5.0,train,d56ddb8d6ffa4948a88e3ebdffa0bb84
42,61,샤넬 클래식 미니 빅볼 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/6599cbd01cad41509d5c9dc83dd224bf.jpg,2.0,5.0,train,6599cbd01cad41509d5c9dc83dd224bf
43,63,샤넬 보이 램스킨 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/1820b49c90a44a499aab749ab11feb79.jpg,2.0,2.0,train,1820b49c90a44a499aab749ab11feb79
44,64,샤넬 카드지갑 보이 지퍼 동전지갑 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/907eee05f77340298f633b334b6a537e.jpg,2.0,2.0,train,907eee05f77340298f633b334b6a537e
45,65,샤넬 가브리엘 호보백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e6052f811c1c40b4855cc951bfbfa0fe.jpg,2.0,3.0,train,e6052f811c1c40b4855cc951bfbfa0fe
46,66,샤넬 신상 19 플랩백 아이보리,http://res.faikerz.com/Files/TextWatch/204/2021/1104/c677df83ce834d418c5f5a117fb623f3.jpg,2.0,7.0,train,c677df83ce834d418c5f5a117fb623f3
47,67,샤넬 토트백 코코핸들 램스킨,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e776418295b64892ab6a75501f06b0f5.jpg,2.0,6.0,train,e776418295b64892ab6a75501f06b0f5
48,68,샤넬 토트백 코코핸들 캐비어 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/054849b12aab41ce945061f9c640e93d.jpg,2.0,6.0,train,054849b12aab41ce945061f9c640e93d
49,69,샤넬 보이백 25 램스킨 은장 고급,http://res.faikerz.com/Files/TextWatch/204/2021/1104/4ec71b73e5724a7a93e77992d49d5576.jpg,2.0,2.0,train,4ec71b73e5724a7a93e77992d49d5576
50,70,샤넬 숄더백 클래식 뉴미니 램스킨,http://res.faikerz.com/Files/TextWatch/204/2021/1104/ec88572972924ff58059c533aec015a7.jpg,2.0,5.0,train,ec88572972924ff58059c533aec015a7
51,71,샤넬 클래식 쉐브론 아이보리 20cm,http://res.faikerz.com/Files/TextWatch/204/2021/1104/10e46ec6ae844e8997aa44a20266dd92.jpg,2.0,5.0,train,10e46ec6ae844e8997aa44a20266dd92
52,72,샤넬 숄더백 캔디 트렌디 핸들백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/43e963c6f6c54ce2ab4b9d17b345ebc7.jpg,2.0,8.0,train,43e963c6f6c54ce2ab4b9d17b345ebc7
53,79,샤넬 가브리엘 링클 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/2308114bb6c042dd9539e1aa73e4cae3.jpg,2.0,3.0,train,2308114bb6c042dd9539e1aa73e4cae3
54,80,샤넬 클래식 쉐브론 아이보리 25cm,http://res.faikerz.com/Files/TextWatch/204/2021/1104/373820fa25884248a1a8938ce97da4b4.jpg,2.0,5.0,train,373820fa25884248a1a8938ce97da4b4
55,81,샤넬 가브리엘 백팩 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/b9773bb4b919442694a519d9b846d194.jpg,2.0,3.0,train,b9773bb4b919442694a519d9b846d194
56,82,샤넬 클래식 미디엄 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/fede393257ca446d9188b8fa934ac456.jpg,2.0,5.0,test,fede393257ca446d9188b8fa934ac456
57,83,샤넬 신상 19 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/b95f8d3b8a8f4f1c8b2f02f0f66b1aa1.jpg,2.0,7.0,train,b95f8d3b8a8f4f1c8b2f02f0f66b1aa1
58,84,샤넬 크로스백 클래식 캐비어 25.5 금장 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/1ceddedabf4048bd9499fd5f5563c3c3.jpg,2.0,5.0,test,1ceddedabf4048bd9499fd5f5563c3c3
59,85,샤넬 클래식 똑딱이 카드지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/0a7dd1e75a1347fe9033767f14f69ee6.jpg,2.0,5.0,train,0a7dd1e75a1347fe9033767f14f69ee6
60,88,샤넬 클래식 뉴미니 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/69511e883f704f5d9b097e40e3c6943e.jpg,2.0,5.0,train,69511e883f704f5d9b097e40e3c6943e
61,89,샤넬 트렌디 WOC 듀얼 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/10fefef9792b4855bbbfa0d6cde51755.jpg,2.0,8.0,train,10fefef9792b4855bbbfa0d6cde51755
62,90,샤넬 클래식 램스킨 금장 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/469954913c21465c94308a0296e20aff.jpg,2.0,5.0,train,469954913c21465c94308a0296e20aff
63,91,샤넬 가브리엘 호보백 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/00cfd56339b741ad87c03ffaad6dd8f4.jpg,2.0,3.0,train,00cfd56339b741ad87c03ffaad6dd8f4
64,92,샤넬 크로스백 클래식 캐비어 금장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/ce5e904e44d943cfabcde27be3a43039.jpg,2.0,5.0,train,ce5e904e44d943cfabcde27be3a43039
65,93,샤넬 보이백 25 캐비어 금장 고급,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e6dad2cd43f941e88b3da1056f5f895f.jpg,2.0,2.0,test,e6dad2cd43f941e88b3da1056f5f895f
66,94,샤넬 크로스백 클래식 캐비어 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f402337e473e4aca9410530fe965216d.jpg,2.0,5.0,train,f402337e473e4aca9410530fe965216d
67,95,샤넬 19 WOC 블랙 아이보리,http://res.faikerz.com/Files/TextWatch/204/2021/1104/5851a187f99747f1b064ca2d7857a955.jpg,2.0,7.0,train,5851a187f99747f1b064ca2d7857a955
68,96,샤넬 크로스백 클래식 캐비어 25.5 금장 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/8aab7f4fbbdb49c0a0fbb9874eae3651.jpg,2.0,5.0,train,8aab7f4fbbdb49c0a0fbb9874eae3651
69,97,샤넬 숄더백 캔디 트렌디 핸들백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/a0bc351d4f4c4c8aa498b8f6ecfc18a7.jpg,2.0,8.0,train,a0bc351d4f4c4c8aa498b8f6ecfc18a7
70,98,샤넬 클래식 쉐브론 아이보리 25cm,http://res.faikerz.com/Files/TextWatch/204/2021/1104/572f82c1247c4b26ab264301efc88291.jpg,2.0,5.0,train,572f82c1247c4b26ab264301efc88291
71,100,샤넬 클래식 램스킨 금장 은장,http://res.faikerz.com/Files/TextWatch/204/2021/1104/fc1a3da0c7114564b41a5387a719fcfe.jpg,2.0,5.0,train,fc1a3da0c7114564b41a5387a719fcfe
72,101,샤넬 클래식 미니 빅볼 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/d0eb3b6586b94339b487e89c41081aa2.jpg,2.0,5.0,train,d0eb3b6586b94339b487e89c41081aa2
73,102,샤넬 클래식 미디엄 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/491477c5b8ec436c8d8ae20a86244bf9.jpg,2.0,5.0,train,491477c5b8ec436c8d8ae20a86244bf9
74,103,샤넬 클래식 똑딱이 카드지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/fc5950aa6afa421587f6940caaecbb45.jpg,2.0,5.0,train,fc5950aa6afa421587f6940caaecbb45
75,106,샤넬 가브리엘 링클 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/14e075714ea943059ed2ca0d2b498ada.jpg,2.0,3.0,train,14e075714ea943059ed2ca0d2b498ada
76,109,샤넬 19 WOC 블랙 아이보리,http://res.faikerz.com/Files/TextWatch/204/2021/1104/6d646495524d4055bfb93435c3483552.jpg,2.0,7.0,train,6d646495524d4055bfb93435c3483552
77,110,샤넬 보이 램스킨 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/2642d9a95a2948f58c66264926fbfd96.jpg,2.0,2.0,train,2642d9a95a2948f58c66264926fbfd96
78,111,샤넬 토트백 코코핸들 캐비어 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e28aa7d732f54e9cb4f1abc0e53fda50.jpg,2.0,6.0,train,e28aa7d732f54e9cb4f1abc0e53fda50
79,112,샤넬 카드지갑 보이 지퍼 동전지갑 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/bfb386363e914ffe9628fa8ca0c60100.jpg,2.0,2.0,train,bfb386363e914ffe9628fa8ca0c60100
80,114,샤넬 가브리엘 호보백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/78cdd221012f43c18f1193cf778b69ae.jpg,2.0,3.0,train,78cdd221012f43c18f1193cf778b69ae
81,115,샤넬 신상 19 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/250764881b89445eaea8aed737bf53f1.jpg,2.0,7.0,train,250764881b89445eaea8aed737bf53f1
82,116,샤넬 클래식 뉴미니 캐비어,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f240bb4a211441f3a385fbeefead515d.jpg,2.0,5.0,test,f240bb4a211441f3a385fbeefead515d
83,117,샤넬 클래식 쉐브론 아이보리 20cm,http://res.faikerz.com/Files/TextWatch/204/2021/1104/79152f3790424f71b87efcfc07f8bc83.jpg,2.0,5.0,train,79152f3790424f71b87efcfc07f8bc83
84,118,샤넬 크로스백 클래식 캐비어 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/b5b9b69424e64b5a85a6654679ba7ed8.jpg,2.0,5.0,train,b5b9b69424e64b5a85a6654679ba7ed8
85,119,샤넬 보이 WOC,http://res.faikerz.com/Files/TextWatch/204/2021/1104/6fca2e25001c4ea1a03212a6391638e3.jpg,2.0,2.0,train,6fca2e25001c4ea1a03212a6391638e3
86,121,샤넬 카드지갑 클래식 지퍼 동전지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/3f584ef1b9c940ce91b3ffb927381140.jpg,2.0,5.0,train,3f584ef1b9c940ce91b3ffb927381140
87,122,샤넬 클래식 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/2b390c4d46714f8fb635f26e228f975a.jpg,2.0,5.0,train,2b390c4d46714f8fb635f26e228f975a
88,123,샤넬 코코 핸들 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/d409b497429b4a2ca7776045e69e12bd.jpg,2.0,6.0,train,d409b497429b4a2ca7776045e69e12bd
89,124,샤넬 가브리엘 호보백 뉴미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/3d36a0b280604274a7e4c36325af5028.jpg,2.0,3.0,train,3d36a0b280604274a7e4c36325af5028
90,125,샤넬 19백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/b9a031c5c2ca4cbd93b173341a008b97.jpg,2.0,7.0,train,b9a031c5c2ca4cbd93b173341a008b97
91,126,샤넬 코코 핸들 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/4b92e1bb5e8741699313a479769d5de9.jpg,2.0,6.0,test,4b92e1bb5e8741699313a479769d5de9
92,127,샤넬 보이 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/49c9f177866f4f9299781079e446b32b.jpg,2.0,2.0,train,49c9f177866f4f9299781079e446b32b
93,128,샤넬 19 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/daeb813546604dc18b50dbafca2a2c1f.jpg,2.0,7.0,train,daeb813546604dc18b50dbafca2a2c1f
94,129,샤넬 19백 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/63a0872bdddd44cc98b363f921c69bcb.jpg,2.0,7.0,train,63a0872bdddd44cc98b363f921c69bcb
95,130,샤넬 클래식 플랩백,http://res.faikerz.com/Files/TextWatch/204/2021/1104/9ed65bed68964212adc29c4e9e0b9e04.jpg,2.0,5.0,train,9ed65bed68964212adc29c4e9e0b9e04
96,131,샤넬 클래식 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/092ccabed6b148ed96e5de291f67aa47.jpg,2.0,5.0,train,092ccabed6b148ed96e5de291f67aa47
97,132,샤넬 클래식 점보,http://res.faikerz.com/Files/TextWatch/204/2021/1104/c4d90df4179343cab6c5097229b6eb6c.jpg,2.0,5.0,train,c4d90df4179343cab6c5097229b6eb6c
98,134,샤넬 가브리엘 호보백 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/3ee0fdae997642c5a45f18da47b248cc.jpg,2.0,3.0,train,3ee0fdae997642c5a45f18da47b248cc
99,135,샤넬 가브리엘 백팩 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/179b417882ac4f9ea6ea43e8d7dc9631.jpg,2.0,3.0,train,179b417882ac4f9ea6ea43e8d7dc9631
100,136,샤넬 19 WOC,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e3c1d0d6f9c64bb1a96a29838861659c.jpg,2.0,7.0,train,e3c1d0d6f9c64bb1a96a29838861659c
101,137,샤넬 크로스백 클래식 미니,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f688271dd0ef4c91ab84cebaa8e1b118.jpg,2.0,5.0,train,f688271dd0ef4c91ab84cebaa8e1b118
102,138,샤넬 보이백 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e8c725d07ce24f318eea1b73a51bd0c8.jpg,2.0,2.0,train,e8c725d07ce24f318eea1b73a51bd0c8
103,139,샤넬 가브리엘 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/11c1863605604d048d841a2d8dc379ba.jpg,2.0,3.0,train,11c1863605604d048d841a2d8dc379ba
104,140,샤넬 코코핸들 베이지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/4e6385d896c7401998efd6b9dd22c9f1.jpg,2.0,6.0,test,4e6385d896c7401998efd6b9dd22c9f1
105,141,샤넬 보이백 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/9475bc592ab54fb99d19c7718b2dfc10.jpg,2.0,2.0,train,9475bc592ab54fb99d19c7718b2dfc10
106,142,샤넬 보이 카드지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/0c432d0768f444c98b0514d3bb5298c6.jpg,2.0,2.0,train,0c432d0768f444c98b0514d3bb5298c6
107,143,샤넬 골드볼 뉴미니,http://res.faikerz.com/Files/TextWatch/204/2021/1104/ef6e8eaa6a6a4ab8ac9e45306871924c.jpg,2.0,5.0,train,ef6e8eaa6a6a4ab8ac9e45306871924c
108,144,샤넬 클래식 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/272ce237ce394970ac0b13a57bf6ff7d.jpg,2.0,5.0,train,272ce237ce394970ac0b13a57bf6ff7d
109,145,샤넬 19백 베이지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/da7832f9d6ef4a0e8eec02fb6872f3a0.jpg,2.0,7.0,train,da7832f9d6ef4a0e8eec02fb6872f3a0
110,146,샤넬 가브리엘 백팩,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f03edbdaba4e4003af02077cea8252ef.jpg,2.0,3.0,train,f03edbdaba4e4003af02077cea8252ef
111,147,샤넬 클래식 WOC,http://res.faikerz.com/Files/TextWatch/204/2021/1104/feca808804724c63a6d6ff98fc5c7b65.jpg,2.0,5.0,train,feca808804724c63a6d6ff98fc5c7b65
112,148,샤넬 가브리엘 백팩 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/9d8c275b4fed4775b9515d6a23b66b7b.jpg,2.0,3.0,train,9d8c275b4fed4775b9515d6a23b66b7b
113,149,샤넬 숄더백 클래식 뉴미니,http://res.faikerz.com/Files/TextWatch/204/2021/1104/a7617b6c2dd7405b88dd82fe3d80f719.jpg,2.0,5.0,train,a7617b6c2dd7405b88dd82fe3d80f719
114,150,샤넬 코코핸들 쉐브론,http://res.faikerz.com/Files/TextWatch/204/2021/1104/022490329f72495fa2e49a4307845c39.jpg,2.0,6.0,test,022490329f72495fa2e49a4307845c39
115,151,샤넬 코코 핸들 미니,http://res.faikerz.com/Files/TextWatch/204/2021/1104/8f0f9dab382040268354c5ae53776198.jpg,2.0,6.0,train,8f0f9dab382040268354c5ae53776198
116,152,샤넬 클래식 카드지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/e584b96903b6476ea4a3788ef61e41f6.jpg,2.0,5.0,train,e584b96903b6476ea4a3788ef61e41f6
117,153,샤넬 클래식 카드홀더,http://res.faikerz.com/Files/TextWatch/204/2021/1104/409c3d6fe9b84edbafcc7156fa1aa5f5.jpg,2.0,5.0,train,409c3d6fe9b84edbafcc7156fa1aa5f5
118,154,샤넬 클래식 장지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/fb94441975dd4044a7c7c9362df02352.jpg,2.0,5.0,train,fb94441975dd4044a7c7c9362df02352
119,155,샤넬 19백 라지,http://res.faikerz.com/Files/TextWatch/204/2021/1104/061b667147e842e791fba7fe3891044d.jpg,2.0,7.0,train,061b667147e842e791fba7fe3891044d
120,156,샤넬 가브리엘 백팩,http://res.faikerz.com/Files/TextWatch/204/2021/1104/4462ec5782e343a0b4dee27a42dde31f.jpg,2.0,3.0,train,4462ec5782e343a0b4dee27a42dde31f
121,157,샤넬 코코 핸들 스몰,http://res.faikerz.com/Files/TextWatch/204/2021/1104/ea14a6197cde4384aaa5cd67e5feb962.jpg,2.0,6.0,train,ea14a6197cde4384aaa5cd67e5feb962
122,158,샤넬 가브리엘 클러치,http://res.faikerz.com/Files/TextWatch/204/2021/1104/f8ad9dfe2c5643e9b25e617e6f825df2.jpg,2.0,3.0,train,f8ad9dfe2c5643e9b25e617e6f825df2
123,160,샤넬 클래식 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/99b559034bcb4fd48aa679022f2c0a60.jpg,2.0,5.0,test,99b559034bcb4fd48aa679022f2c0a60
124,161,샤넬 클래식 장지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/4aa1a4cc605d4fffb6371d735f519073.jpg,2.0,5.0,train,4aa1a4cc605d4fffb6371d735f519073
125,162,샤넬 보이 카드지갑,http://res.faikerz.com/Files/TextWatch/204/2021/1104/66a22a7df0d541a5a9f598bd5f614e8e.jpg,2.0,2.0,train,66a22a7df0d541a5a9f598bd5f614e8e
126,163,샤넬 가브리엘 백팩 미듐,http://res.faikerz.com/Files/TextWatch/204/2021/1104/8e08dd103be341c8a590fe72771dd567.jpg,2.0,3.0,train,8e08dd103be341c8a590fe72771dd567
