"TITLE","IMAGE_URL","product_type_code","PRODUCT_FOCUS"
"샤넬 클래식 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/092ccabed6b148ed96e5de291f67aa47.jpg","2","5"
"샤넬 클래식 점보","http://res.faikerz.com/Files/TextWatch/204/2021/1104/c4d90df4179343cab6c5097229b6eb6c.jpg","2","5"
"샤넬 프리미에르 시계","http://res.faikerz.com/Files/TextWatch/204/2021/1104/fc663ae351544ae787bbba63d995d82f.jpg","5","2"
"샤넬 가브리엘 호보백 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/3ee0fdae997642c5a45f18da47b248cc.jpg","2","3"
"샤넬 가브리엘 백팩 미듐","http://res.faikerz.com/Files/TextWatch/204/2021/1104/179b417882ac4f9ea6ea43e8d7dc9631.jpg","2","3"
"샤넬 19 WOC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/e3c1d0d6f9c64bb1a96a29838861659c.jpg","2","7"
"샤넬 크로스백 클래식 미니","http://res.faikerz.com/Files/TextWatch/204/2021/1104/f688271dd0ef4c91ab84cebaa8e1b118.jpg","2","5"
"샤넬 보이백 미듐","http://res.faikerz.com/Files/TextWatch/204/2021/1104/e8c725d07ce24f318eea1b73a51bd0c8.jpg","2","2"
"샤넬 가브리엘 클러치","http://res.faikerz.com/Files/TextWatch/204/2021/1104/11c1863605604d048d841a2d8dc379ba.jpg","2","3"
"샤넬 코코핸들 베이지","http://res.faikerz.com/Files/TextWatch/204/2021/1104/4e6385d896c7401998efd6b9dd22c9f1.jpg","2","6"
"샤넬 보이백 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/9475bc592ab54fb99d19c7718b2dfc10.jpg","2","2"
"샤넬 보이 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/0c432d0768f444c98b0514d3bb5298c6.jpg","2","2"
"샤넬 골드볼 뉴미니","http://res.faikerz.com/Files/TextWatch/204/2021/1104/ef6e8eaa6a6a4ab8ac9e45306871924c.jpg","2","5"
"샤넬 클래식 미듐","http://res.faikerz.com/Files/TextWatch/204/2021/1104/272ce237ce394970ac0b13a57bf6ff7d.jpg","2","5"
"샤넬 19백 베이지","http://res.faikerz.com/Files/TextWatch/204/2021/1104/da7832f9d6ef4a0e8eec02fb6872f3a0.jpg","2","7"
"샤넬 가브리엘 백팩","http://res.faikerz.com/Files/TextWatch/204/2021/1104/f03edbdaba4e4003af02077cea8252ef.jpg","2","3"
"샤넬 클래식 WOC","http://res.faikerz.com/Files/TextWatch/204/2021/1104/feca808804724c63a6d6ff98fc5c7b65.jpg","2","5"
"샤넬 가브리엘 백팩 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/9d8c275b4fed4775b9515d6a23b66b7b.jpg","2","3"
"샤넬 숄더백 클래식 뉴미니","http://res.faikerz.com/Files/TextWatch/204/2021/1104/a7617b6c2dd7405b88dd82fe3d80f719.jpg","2","5"
"샤넬 코코핸들 쉐브론","http://res.faikerz.com/Files/TextWatch/204/2021/1104/022490329f72495fa2e49a4307845c39.jpg","2","6"
"샤넬 코코 핸들 미니","http://res.faikerz.com/Files/TextWatch/204/2021/1104/8f0f9dab382040268354c5ae53776198.jpg","2","6"
"샤넬 클래식 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/e584b96903b6476ea4a3788ef61e41f6.jpg","2","5"
"샤넬 클래식 카드홀더","http://res.faikerz.com/Files/TextWatch/204/2021/1104/409c3d6fe9b84edbafcc7156fa1aa5f5.jpg","2","5"
"샤넬 클래식 장지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/fb94441975dd4044a7c7c9362df02352.jpg","2","5"
"샤넬 19백 라지","http://res.faikerz.com/Files/TextWatch/204/2021/1104/061b667147e842e791fba7fe3891044d.jpg","2","7"
"샤넬 가브리엘 백팩","http://res.faikerz.com/Files/TextWatch/204/2021/1104/4462ec5782e343a0b4dee27a42dde31f.jpg","2","3"
"샤넬 코코 핸들 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/ea14a6197cde4384aaa5cd67e5feb962.jpg","2","6"
"샤넬 가브리엘 클러치","http://res.faikerz.com/Files/TextWatch/204/2021/1104/f8ad9dfe2c5643e9b25e617e6f825df2.jpg","2","3"
"샤넬 메탈밴드시계 J12","http://res.faikerz.com/Files/TextWatch/204/2021/1104/880efc057fa94430b0fd4bec8ed189a3.jpg","5","1"
"샤넬 클래식 미듐","http://res.faikerz.com/Files/TextWatch/204/2021/1104/99b559034bcb4fd48aa679022f2c0a60.jpg","2","5"
"샤넬 클래식 장지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/4aa1a4cc605d4fffb6371d735f519073.jpg","2","5"
"샤넬 보이 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/66a22a7df0d541a5a9f598bd5f614e8e.jpg","2","2"
"샤넬 가브리엘 백팩 미듐","http://res.faikerz.com/Files/TextWatch/204/2021/1104/8e08dd103be341c8a590fe72771dd567.jpg","2","3"
"샤넬 가브리엘 백팩 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/6d890db411154e18a792a04dc22f1133.jpg","2","3"
"샤넬 보이백 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/23ae47348fb44702b33fe2d380b079d7.jpg","2","2"
"샤넬 코코핸들 베이지","http://res.faikerz.com/Files/TextWatch/204/2021/1104/c2e3a8fc23e349e2bf823c12452485ba.jpg","2","6"
"샤넬 카드지갑 클래식 지퍼 동전지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/ac04281880914e1ea9fa5636b1ad55e5.jpg","2","5"
"샤넬 클래식 스몰","http://res.faikerz.com/Files/TextWatch/204/2021/1104/bf4fa09793c44bc8a55aa8f326e2e2ab.jpg","2","5"
"샤넬 코코 핸들 미니","http://res.faikerz.com/Files/TextWatch/204/2021/1104/e2e641cf36384aff82545dbe7a137226.jpg","2","6"
"샤넬 클래식 카드지갑","http://res.faikerz.com/Files/TextWatch/204/2021/1104/fee1b322bc7140db90e2568e3535a09d.jpg","2","5"
"샤넬 클래식 플랩백","http://res.faikerz.com/Files/TextWatch/204/2021/1104/cb85a79781d14f8b8cee1802a9560840.jpg","2","5"
"샤넬 코코핸들 쉐브론","http://res.faikerz.com/Files/TextWatch/204/2021/1104/233394d5c93940108efb07f00d9a5774.jpg","2","6"
